fan_id,item_type,amount
FAN_0728,Nachos,15.76
FAN_0915,Pretzel,17.94
FAN_0592,Nachos,12.87
FAN_1146,Soda,13.83
FAN_1156,Hot Dog,16.44
FAN_0091,Pretzel,19.31
FAN_0368,Hot Dog,17.44
FAN_0464,Pretzel,9.05
FAN_0371,Hot Dog,16.65
FAN_1081,Beer,18.18
FAN_0634,Beer,8.97
FAN_1117,Hot Dog,16.2
FAN_0194,Beer,19.43
FAN_0177,Beer,19.04
FAN_0238,Soda,18.52
FAN_0916,Hot Dog,11.59
FAN_0886,Pretzel,8.74
FAN_1138,Pretzel,9.96
FAN_0690,Beer,13.86
FAN_0465,Hot Dog,8.37
FAN_0639,Nachos,16.8
FAN_0042,Nachos,13.45
FAN_1175,Pretzel,16.26
FAN_1023,Pretzel,13.56
FAN_0051,Hot Dog,20.59
FAN_0319,Hot Dog,18.81
FAN_0510,Beer,16.48
FAN_0419,Nachos,13.0
FAN_0905,Soda,18.71
FAN_0224,Soda,16.4
FAN_0288,Hot Dog,9.68
FAN_0757,Beer,10.99
FAN_1099,Beer,21.45
FAN_0986,Nachos,18.35
FAN_0611,Hot Dog,11.25
FAN_0891,Nachos,12.76
FAN_0831,Soda,20.19
FAN_0557,Nachos,8.63
FAN_0574,Beer,9.19
FAN_0828,Soda,15.79
FAN_0709,Hot Dog,14.01
FAN_0386,Beer,20.54
FAN_0253,Soda,8.04
FAN_0831,Beer,12.36
FAN_0595,Pretzel,19.3
FAN_1005,Soda,11.93
FAN_0545,Soda,19.81
FAN_0071,Pretzel,14.52
FAN_0141,Pretzel,17.28
FAN_0459,Nachos,12.82
FAN_0007,Soda,13.04
FAN_0167,Soda,13.03
FAN_0499,Nachos,12.51
FAN_1196,Pretzel,16.51
FAN_0125,Soda,19.21
FAN_0223,Beer,8.34
FAN_0473,Nachos,8.44
FAN_0690,Hot Dog,10.41
FAN_1082,Hot Dog,13.39
FAN_0586,Hot Dog,14.41
FAN_0992,Hot Dog,16.88
FAN_0372,Nachos,15.41
FAN_0200,Nachos,20.11
FAN_0896,Pretzel,13.31
FAN_0480,Soda,8.4
FAN_0341,Beer,21.01
FAN_0778,Beer,17.1
FAN_0821,Nachos,19.09
FAN_0015,Pretzel,13.57
FAN_0086,Soda,18.61
FAN_0398,Nachos,17.52
FAN_0679,Pretzel,20.98
FAN_0571,Nachos,18.64
FAN_1135,Soda,18.86
FAN_0783,Hot Dog,10.43
FAN_1017,Pretzel,10.49
FAN_0533,Beer,16.06
FAN_0422,Soda,17.68
FAN_0111,Nachos,21.03
FAN_1048,Hot Dog,13.6
FAN_1115,Beer,11.77
FAN_1098,Nachos,11.55
FAN_0065,Nachos,18.12
FAN_1119,Nachos,16.09
FAN_0070,Beer,20.76
FAN_0840,Soda,13.37
FAN_0172,Hot Dog,20.7
FAN_0108,Soda,11.09
FAN_0731,Beer,10.18
FAN_1192,Beer,14.61
FAN_0568,Nachos,15.69
FAN_0680,Soda,10.24
FAN_0399,Pretzel,19.89
FAN_0152,Nachos,9.34
FAN_1021,Soda,21.09
FAN_0179,Hot Dog,10.32
FAN_0206,Beer,20.52
FAN_0575,Soda,18.94
FAN_0746,Pretzel,20.99
FAN_1154,Soda,17.45
FAN_0389,Soda,14.87
FAN_0652,Pretzel,12.66
FAN_0853,Nachos,13.53
FAN_0016,Hot Dog,10.01
FAN_0598,Pretzel,18.12
FAN_0542,Pretzel,17.63
FAN_0310,Soda,11.16
FAN_0611,Soda,17.44
FAN_0386,Nachos,11.03
FAN_0205,Hot Dog,12.26
FAN_0202,Pretzel,13.49
FAN_0118,Pretzel,17.75
FAN_0228,Beer,13.4
FAN_0324,Nachos,15.2
FAN_0096,Beer,14.33
FAN_0350,Pretzel,11.56
FAN_0833,Beer,19.59
FAN_0405,Nachos,21.31
FAN_0671,Pretzel,18.33
FAN_0308,Nachos,19.03
FAN_0770,Pretzel,20.3
FAN_0046,Beer,18.64
FAN_0477,Soda,9.93
FAN_0666,Beer,17.1
FAN_0016,Pretzel,16.8
FAN_0028,Soda,17.13
FAN_0336,Hot Dog,13.46
FAN_0616,Pretzel,15.89
FAN_0453,Soda,8.51
FAN_0761,Nachos,9.14
FAN_0395,Pretzel,11.46
FAN_0801,Soda,10.49
FAN_0496,Soda,10.77
FAN_1131,Nachos,12.36
FAN_0420,Nachos,14.96
FAN_1106,Nachos,21.02
FAN_0926,Beer,12.23
FAN_0678,Nachos,16.43
FAN_0835,Nachos,11.55
FAN_0780,Beer,16.13
FAN_0456,Soda,14.03
FAN_1131,Soda,13.82
FAN_0617,Pretzel,11.86
FAN_0617,Hot Dog,10.71
FAN_0467,Hot Dog,10.62
FAN_0453,Soda,18.06
FAN_0905,Soda,12.2
FAN_0216,Nachos,13.62
FAN_0914,Pretzel,15.6
FAN_0843,Beer,8.32
FAN_0849,Hot Dog,17.13
FAN_1086,Nachos,9.22
FAN_0431,Nachos,14.55
FAN_0839,Pretzel,21.19
FAN_0255,Beer,15.58
FAN_0332,Soda,14.01
FAN_0627,Soda,19.0
FAN_0907,Soda,20.7
FAN_1181,Soda,21.39
FAN_0471,Soda,19.34
FAN_0517,Hot Dog,19.81
FAN_1062,Soda,15.98
FAN_0221,Pretzel,21.04
FAN_0504,Hot Dog,17.56
FAN_0967,Nachos,16.45
FAN_0137,Hot Dog,12.73
FAN_0340,Nachos,19.74
FAN_0139,Hot Dog,20.04
FAN_0820,Beer,13.25
FAN_0368,Pretzel,14.58
FAN_0371,Soda,8.87
FAN_0459,Beer,21.86
FAN_0841,Soda,16.74
FAN_0006,Nachos,9.85
FAN_0717,Soda,20.39
FAN_1089,Beer,8.65
FAN_0776,Nachos,18.49
FAN_0817,Pretzel,16.91
FAN_0210,Beer,16.74
FAN_1083,Hot Dog,20.11
FAN_0789,Soda,11.15
FAN_0064,Nachos,12.27
FAN_1041,Nachos,16.99
FAN_0599,Hot Dog,13.42
FAN_0407,Pretzel,19.54
FAN_0548,Hot Dog,12.49
FAN_0831,Hot Dog,8.32
FAN_1069,Pretzel,10.29
FAN_0879,Pretzel,12.42
FAN_0121,Soda,18.72
FAN_0549,Soda,9.95
FAN_0571,Beer,11.67
FAN_1168,Beer,18.11
FAN_0349,Nachos,17.31
FAN_0634,Pretzel,17.93
FAN_0633,Nachos,11.37
FAN_1117,Soda,12.82
FAN_0057,Hot Dog,17.53
FAN_1015,Pretzel,16.63
FAN_0189,Hot Dog,16.88
FAN_0496,Nachos,12.09
FAN_0876,Pretzel,11.49
FAN_0913,Soda,18.33
FAN_0389,Soda,11.86
FAN_0762,Pretzel,12.71
FAN_0157,Soda,19.5
FAN_1176,Nachos,9.57
FAN_1180,Pretzel,20.2
FAN_0194,Beer,10.78
FAN_0411,Pretzel,18.67
FAN_0139,Soda,8.8
FAN_0338,Beer,15.16
FAN_0218,Nachos,10.71
FAN_0753,Pretzel,8.2
FAN_0893,Pretzel,18.19
FAN_0095,Beer,17.32
FAN_0530,Beer,15.18
FAN_0214,Soda,13.25
FAN_0385,Soda,14.92
FAN_0122,Hot Dog,21.15
FAN_0387,Pretzel,16.63
FAN_0434,Hot Dog,10.9
FAN_0244,Hot Dog,13.71
FAN_1194,Nachos,18.73
FAN_0527,Hot Dog,10.75
FAN_0351,Pretzel,11.98
FAN_1122,Nachos,18.32
FAN_0482,Hot Dog,20.11
FAN_1190,Hot Dog,15.66
FAN_0268,Nachos,14.8
FAN_0363,Beer,8.92
FAN_0855,Nachos,10.91
FAN_0386,Hot Dog,17.46
FAN_0404,Nachos,12.14
FAN_0032,Pretzel,16.98
FAN_0540,Nachos,21.61
FAN_0604,Nachos,9.24
FAN_0474,Nachos,20.0
FAN_0568,Beer,13.09
FAN_1181,Hot Dog,13.96
FAN_0551,Soda,13.68
FAN_0384,Hot Dog,20.93
FAN_0335,Nachos,8.23
FAN_0235,Hot Dog,9.02
FAN_0260,Soda,9.22
FAN_0544,Pretzel,13.87
FAN_0116,Hot Dog,13.72
FAN_0441,Pretzel,20.46
FAN_0835,Pretzel,18.33
FAN_0075,Hot Dog,20.3
FAN_0161,Hot Dog,17.58
FAN_0528,Hot Dog,21.51
FAN_0018,Hot Dog,16.94
FAN_0865,Soda,16.95
FAN_0619,Hot Dog,21.66
FAN_0258,Pretzel,18.39
FAN_0643,Nachos,17.89
FAN_0913,Hot Dog,21.95
FAN_0267,Nachos,17.57
FAN_0003,Nachos,19.7
FAN_0049,Soda,21.1
FAN_0978,Beer,16.69
FAN_1069,Nachos,19.72
FAN_1017,Beer,11.67
FAN_0610,Soda,8.5
FAN_0956,Soda,21.74
FAN_0557,Pretzel,10.22
FAN_1014,Nachos,9.05
FAN_0524,Pretzel,10.4
FAN_1012,Pretzel,8.39
FAN_0218,Pretzel,10.8
FAN_0242,Hot Dog,13.98
FAN_0171,Soda,17.72
FAN_1013,Hot Dog,12.95
FAN_0223,Nachos,20.5
FAN_0492,Soda,20.22
FAN_0439,Beer,17.48
FAN_1098,Nachos,9.83
FAN_0662,Nachos,14.68
FAN_0552,Beer,10.53
FAN_0389,Soda,10.24
FAN_1173,Beer,21.62
FAN_0173,Pretzel,17.46
FAN_0579,Soda,21.14
FAN_0907,Nachos,12.09
FAN_0667,Nachos,18.5
FAN_0288,Soda,18.49
FAN_0514,Pretzel,18.01
FAN_1080,Beer,19.76
FAN_0681,Soda,16.04
FAN_0637,Pretzel,19.16
FAN_0506,Hot Dog,15.12
FAN_0409,Pretzel,15.83
FAN_1028,Beer,16.51
FAN_0685,Hot Dog,10.1
FAN_0940,Beer,21.7
FAN_1035,Beer,14.23
FAN_0824,Beer,21.42
FAN_0076,Soda,20.29
FAN_0412,Nachos,16.52
FAN_0723,Beer,8.72
FAN_0535,Beer,15.44
FAN_0705,Pretzel,8.09
FAN_0165,Soda,11.34
FAN_0618,Hot Dog,16.98
FAN_1052,Nachos,16.05
FAN_1088,Beer,15.79
FAN_0085,Hot Dog,19.7
FAN_0853,Beer,19.11
FAN_0016,Pretzel,21.47
FAN_0418,Hot Dog,16.3
FAN_0873,Beer,18.87
FAN_0844,Nachos,16.09
FAN_0901,Soda,10.19
FAN_0700,Soda,9.48
FAN_0865,Pretzel,15.98
FAN_0791,Nachos,12.76
FAN_0364,Hot Dog,10.76
FAN_0616,Pretzel,9.32
FAN_0257,Soda,14.97
FAN_0030,Beer,15.51
FAN_0210,Pretzel,13.65
FAN_0351,Soda,10.22
FAN_0414,Beer,20.06
FAN_0109,Hot Dog,15.65
FAN_1179,Soda,18.16
FAN_1025,Nachos,8.5
FAN_0829,Hot Dog,12.88
FAN_1120,Soda,21.08
FAN_0643,Pretzel,15.69
FAN_0491,Hot Dog,18.56
FAN_0831,Beer,21.63
FAN_1037,Pretzel,17.2
FAN_1116,Beer,15.09
FAN_0776,Pretzel,18.11
FAN_0195,Nachos,19.37
FAN_0884,Beer,9.45
FAN_0073,Soda,12.91
FAN_0284,Soda,21.1
FAN_0177,Beer,16.89
FAN_1102,Nachos,21.88
FAN_0597,Soda,14.39
FAN_0322,Hot Dog,17.36
FAN_0531,Nachos,8.31
FAN_0743,Beer,15.02
FAN_0580,Hot Dog,18.9
FAN_0043,Pretzel,16.25
FAN_0069,Hot Dog,13.1
FAN_0924,Hot Dog,20.53
FAN_1086,Pretzel,17.23
FAN_0775,Nachos,19.86
FAN_0626,Nachos,10.1
FAN_0863,Nachos,14.01
FAN_0315,Hot Dog,13.81
FAN_0009,Hot Dog,21.78
FAN_0841,Beer,8.87
FAN_0644,Nachos,13.58
FAN_0718,Nachos,13.9
FAN_1199,Soda,14.99
FAN_0951,Beer,13.63
FAN_0010,Beer,15.52
FAN_0457,Nachos,17.82
FAN_0103,Soda,18.65
FAN_0629,Pretzel,20.97
FAN_1036,Pretzel,20.62
FAN_0235,Nachos,19.21
FAN_0448,Pretzel,9.01
FAN_0918,Pretzel,15.1
FAN_0914,Hot Dog,11.55
FAN_0171,Nachos,10.72
FAN_0139,Pretzel,21.95
FAN_1018,Pretzel,10.77
FAN_0495,Beer,14.95
FAN_0796,Hot Dog,8.18
FAN_0774,Beer,17.83
FAN_0865,Nachos,20.38
FAN_0679,Soda,14.26
FAN_0130,Pretzel,15.16
FAN_0787,Pretzel,13.84
FAN_0798,Beer,15.78
FAN_0575,Soda,20.9
FAN_0097,Pretzel,8.5
FAN_1081,Pretzel,11.78
FAN_0269,Nachos,15.69
FAN_0492,Nachos,15.9
FAN_0837,Soda,16.2
FAN_0560,Hot Dog,13.48
FAN_1127,Nachos,12.17
FAN_1153,Beer,16.48
FAN_0449,Hot Dog,11.19
FAN_0738,Hot Dog,11.22
FAN_0923,Hot Dog,13.19
FAN_0853,Soda,21.06
FAN_0773,Beer,18.4
FAN_0822,Hot Dog,19.41
FAN_0434,Pretzel,12.11
FAN_0751,Soda,12.21
FAN_0741,Soda,20.89
FAN_0043,Beer,11.18
FAN_0213,Hot Dog,11.89
FAN_0356,Beer,19.14
FAN_0622,Pretzel,9.57
FAN_1077,Pretzel,16.94
FAN_0190,Nachos,17.54
FAN_0712,Nachos,13.42
FAN_1100,Beer,14.08
FAN_0548,Soda,12.44
FAN_0556,Nachos,21.3
FAN_0347,Nachos,8.11
FAN_0132,Nachos,14.64
FAN_0430,Hot Dog,19.42
FAN_0114,Pretzel,20.12
FAN_0970,Nachos,15.76
FAN_0552,Pretzel,9.99
FAN_0954,Hot Dog,19.63
FAN_0757,Pretzel,14.38
FAN_0374,Soda,17.04
FAN_0216,Pretzel,18.97
FAN_0973,Soda,9.64
FAN_0683,Soda,10.79
FAN_0334,Nachos,9.08
FAN_0640,Nachos,11.43
FAN_0990,Hot Dog,17.34
FAN_0237,Pretzel,12.77
FAN_0126,Pretzel,14.17
FAN_0342,Hot Dog,16.15
FAN_0123,Soda,19.13
FAN_0618,Pretzel,13.28
FAN_1092,Nachos,8.07
FAN_0716,Hot Dog,9.7
FAN_0208,Pretzel,13.67
FAN_0145,Soda,11.63
FAN_0342,Soda,8.08
FAN_0383,Beer,15.53
FAN_0878,Beer,18.58
FAN_0049,Nachos,12.93
FAN_0569,Soda,8.64
FAN_0308,Beer,11.85
FAN_0697,Soda,17.45
FAN_0377,Beer,13.26
FAN_0164,Nachos,9.87
FAN_0249,Beer,20.48
FAN_0641,Pretzel,9.54
FAN_0207,Nachos,8.93
FAN_0678,Beer,17.55
FAN_0509,Nachos,9.31
FAN_0646,Pretzel,16.86
FAN_0569,Soda,14.12
FAN_0102,Soda,15.79
FAN_1076,Beer,17.22
FAN_1018,Hot Dog,15.07
FAN_0686,Soda,13.86
FAN_0451,Pretzel,19.31
FAN_0272,Nachos,20.38
FAN_0065,Soda,9.88
FAN_0103,Hot Dog,11.26
FAN_0217,Beer,21.61
FAN_1103,Soda,9.94
FAN_0634,Beer,21.44
FAN_0581,Pretzel,17.12
FAN_0757,Hot Dog,14.17
FAN_1061,Pretzel,19.03
FAN_0059,Soda,9.26
FAN_0190,Nachos,11.79
FAN_0261,Beer,12.83
FAN_0764,Hot Dog,21.08
FAN_1144,Pretzel,12.94
FAN_0527,Beer,15.49
FAN_0470,Soda,20.45
FAN_0078,Hot Dog,16.47
FAN_1080,Hot Dog,17.86
FAN_0511,Pretzel,20.62
FAN_0434,Beer,8.09
FAN_0785,Pretzel,19.6
FAN_0367,Pretzel,21.86
FAN_0769,Pretzel,16.85
FAN_0920,Hot Dog,21.33
FAN_1161,Hot Dog,13.21
FAN_1196,Pretzel,16.36
FAN_0906,Soda,16.25
FAN_0038,Hot Dog,10.74
FAN_1096,Beer,17.18
FAN_0221,Beer,18.9
FAN_0563,Soda,12.97
FAN_0626,Hot Dog,8.39
FAN_0360,Soda,15.97
FAN_0078,Soda,17.03
FAN_0605,Nachos,18.87
FAN_1064,Soda,20.33
FAN_1183,Beer,11.0
FAN_1168,Nachos,19.03
FAN_1161,Hot Dog,8.32
FAN_0706,Beer,16.89
FAN_1154,Nachos,11.17
FAN_1153,Soda,16.94
FAN_0901,Pretzel,12.94
FAN_0601,Hot Dog,9.95
FAN_1094,Beer,11.6
FAN_0703,Beer,17.75
FAN_0670,Soda,10.03
FAN_1089,Pretzel,12.58
FAN_1026,Soda,20.57
FAN_0856,Hot Dog,8.45
FAN_0328,Hot Dog,12.97
FAN_0809,Beer,11.12
FAN_0333,Pretzel,18.13
FAN_1073,Beer,8.13
FAN_0922,Nachos,18.42
FAN_1032,Pretzel,16.17
FAN_0119,Soda,10.31
FAN_0168,Pretzel,14.75
FAN_0063,Beer,17.84
FAN_0072,Pretzel,19.05
FAN_0604,Pretzel,10.65
FAN_1107,Nachos,17.1
FAN_0310,Nachos,14.16
FAN_0508,Hot Dog,9.64
FAN_0830,Hot Dog,8.24
FAN_0197,Beer,17.04
FAN_0335,Hot Dog,20.9
FAN_1043,Beer,20.62
FAN_1067,Nachos,19.71
FAN_0995,Hot Dog,20.44
FAN_1150,Beer,11.28
FAN_0637,Soda,14.29
FAN_0646,Hot Dog,9.43
FAN_1041,Nachos,16.78
FAN_0975,Hot Dog,13.91
FAN_1191,Pretzel,15.04
FAN_0284,Hot Dog,16.85
FAN_1073,Soda,15.5
FAN_0950,Hot Dog,17.08
FAN_1083,Pretzel,15.94
FAN_0658,Nachos,8.9
FAN_0184,Nachos,9.14
FAN_0109,Beer,8.63
FAN_0277,Beer,21.64
FAN_1014,Soda,14.8
FAN_0551,Beer,17.97
FAN_0993,Pretzel,8.49
FAN_0938,Soda,18.75
FAN_0108,Soda,16.65
FAN_0101,Pretzel,10.22
FAN_1047,Pretzel,9.43
FAN_0795,Nachos,15.46
FAN_0750,Hot Dog,17.56
FAN_0052,Soda,19.19
FAN_0645,Soda,12.53
FAN_0091,Nachos,14.57
FAN_0056,Nachos,14.57
FAN_0370,Pretzel,8.49
FAN_0407,Pretzel,12.76
FAN_1159,Nachos,21.14
FAN_1138,Beer,20.09
FAN_0266,Pretzel,12.48
FAN_0787,Pretzel,12.81
FAN_0039,Hot Dog,15.2
FAN_0208,Pretzel,21.29
FAN_0881,Soda,8.84
FAN_0304,Beer,11.59
FAN_0799,Pretzel,18.49
FAN_0639,Beer,16.13
FAN_0113,Hot Dog,21.41
FAN_1184,Beer,18.07
FAN_0019,Soda,20.1
FAN_0949,Beer,12.91
FAN_0021,Beer,21.41
FAN_1090,Nachos,12.94
FAN_0087,Hot Dog,21.72
FAN_0327,Pretzel,8.38
FAN_1141,Beer,8.76
FAN_0172,Beer,11.43
FAN_0681,Hot Dog,11.17
FAN_0576,Beer,9.77
FAN_0608,Hot Dog,21.47
FAN_0958,Pretzel,9.91
FAN_0177,Beer,17.27
FAN_0209,Nachos,9.56
FAN_0289,Pretzel,10.06
FAN_0022,Nachos,10.41
FAN_0442,Hot Dog,13.72
FAN_1074,Beer,18.41
FAN_1146,Beer,12.28
FAN_1095,Soda,12.85
FAN_0555,Pretzel,11.46
FAN_0996,Beer,14.45
FAN_0220,Hot Dog,15.76
FAN_0005,Nachos,8.32
FAN_0229,Soda,20.52
FAN_0461,Soda,8.53
FAN_0231,Nachos,9.82
FAN_0658,Beer,16.52
FAN_0155,Beer,13.05
FAN_1177,Pretzel,15.41
FAN_1000,Hot Dog,17.84
FAN_0544,Hot Dog,17.69
FAN_0795,Beer,18.9
FAN_0997,Soda,9.41
FAN_0624,Hot Dog,11.95
FAN_0455,Beer,17.26
FAN_0021,Pretzel,21.66
FAN_0935,Beer,21.09
FAN_1004,Pretzel,8.41
FAN_1158,Hot Dog,16.13
FAN_1170,Pretzel,19.77
FAN_0776,Pretzel,18.09
FAN_0640,Hot Dog,9.19
FAN_0767,Soda,20.99
FAN_0561,Pretzel,18.56
FAN_0636,Hot Dog,10.48
FAN_0472,Pretzel,17.73
FAN_0422,Pretzel,19.07
FAN_0487,Soda,13.6
FAN_0328,Nachos,21.18
FAN_1105,Pretzel,10.12
FAN_1157,Nachos,9.45
FAN_1127,Soda,16.41
FAN_0368,Pretzel,13.63
FAN_0934,Nachos,19.42
FAN_0368,Hot Dog,13.03
FAN_0361,Soda,20.74
FAN_0345,Pretzel,10.5
FAN_0553,Soda,16.67
FAN_0074,Hot Dog,15.76
FAN_0900,Nachos,19.25
FAN_0699,Hot Dog,12.41
FAN_0492,Nachos,19.52
FAN_1076,Soda,13.29
FAN_0534,Pretzel,10.1
FAN_1019,Nachos,17.72
FAN_0618,Nachos,19.73
FAN_0750,Pretzel,14.15
FAN_0050,Nachos,18.29
FAN_1130,Soda,8.33
FAN_0040,Pretzel,13.74
FAN_0911,Soda,15.47
FAN_0314,Hot Dog,18.79
FAN_1026,Beer,12.9
FAN_0335,Hot Dog,15.29
FAN_0199,Pretzel,16.59
FAN_0718,Soda,10.72
FAN_0031,Soda,21.24
FAN_0254,Pretzel,16.37
FAN_0580,Nachos,13.1
FAN_0113,Soda,10.97
FAN_0169,Soda,19.9
FAN_0503,Beer,14.96
FAN_0719,Soda,8.23
FAN_0945,Soda,17.26
FAN_0825,Beer,10.69
FAN_0386,Soda,9.65
FAN_0038,Hot Dog,8.45
FAN_0071,Soda,15.97
FAN_0803,Soda,17.46
FAN_0063,Soda,11.68
FAN_0192,Soda,16.37
FAN_1083,Nachos,10.03
FAN_0566,Hot Dog,18.83
FAN_0721,Soda,9.79
FAN_0205,Nachos,10.89
FAN_0545,Pretzel,13.35
FAN_0214,Pretzel,13.97
FAN_0687,Soda,9.66
FAN_0102,Pretzel,8.44
FAN_1122,Pretzel,15.34
FAN_0844,Nachos,11.86
FAN_0228,Beer,19.1
FAN_0190,Beer,13.45
FAN_0705,Soda,15.74
FAN_0189,Beer,12.17
FAN_0335,Pretzel,20.23
FAN_1149,Pretzel,15.77
FAN_0519,Pretzel,17.41
FAN_0637,Soda,10.19
FAN_0188,Soda,21.99
FAN_0898,Pretzel,17.78
FAN_0800,Beer,11.26
FAN_0754,Hot Dog,20.21
FAN_1127,Soda,14.75
FAN_0728,Nachos,20.52
FAN_0841,Pretzel,10.28
FAN_0435,Soda,21.58
FAN_0474,Pretzel,21.87
FAN_0301,Beer,17.66
FAN_1181,Hot Dog,11.37
FAN_0712,Nachos,18.1
FAN_0964,Beer,15.98
FAN_0513,Soda,15.43
FAN_0642,Soda,13.74
FAN_0728,Hot Dog,16.31
FAN_0749,Soda,15.28
FAN_1106,Beer,11.99
FAN_1198,Pretzel,8.95
FAN_0599,Pretzel,16.74
FAN_0775,Beer,9.26
FAN_0712,Nachos,13.16
FAN_0130,Pretzel,15.85
FAN_0680,Beer,16.09
FAN_0424,Pretzel,10.87
FAN_0549,Pretzel,16.58
FAN_0328,Nachos,16.92
FAN_0836,Beer,11.44
FAN_0233,Soda,8.07
FAN_0167,Hot Dog,8.52
FAN_0613,Soda,9.23
FAN_0323,Hot Dog,14.35
FAN_1090,Nachos,15.02
FAN_0349,Soda,14.64
FAN_0197,Pretzel,10.55
FAN_0400,Soda,16.61
FAN_0490,Beer,9.83
FAN_0310,Nachos,16.93
FAN_1064,Hot Dog,15.07
FAN_0689,Soda,16.99
FAN_0763,Soda,21.27
FAN_0107,Pretzel,18.62
FAN_0236,Hot Dog,9.53
FAN_0299,Nachos,18.35
FAN_0994,Soda,11.84
FAN_0210,Pretzel,17.25
FAN_1047,Nachos,18.8
FAN_0388,Beer,17.66
FAN_0698,Hot Dog,18.79
FAN_1065,Beer,18.86
FAN_0663,Pretzel,20.58
FAN_0579,Pretzel,15.59
FAN_0428,Soda,19.38
FAN_0617,Pretzel,10.9
FAN_0786,Pretzel,10.83
FAN_0793,Nachos,19.55
FAN_0094,Beer,21.4
FAN_0466,Beer,21.72
FAN_0006,Beer,20.45
FAN_0290,Pretzel,20.06
FAN_0289,Pretzel,13.81
FAN_0403,Hot Dog,10.8
FAN_0308,Soda,17.38
FAN_0288,Beer,12.12
FAN_0972,Beer,10.35
FAN_0060,Hot Dog,19.87
FAN_1007,Soda,16.48
FAN_0362,Beer,17.59
FAN_1051,Hot Dog,18.33
FAN_0538,Nachos,18.94
FAN_0353,Pretzel,15.25
FAN_0476,Pretzel,16.17
FAN_0893,Soda,16.18
FAN_0097,Nachos,14.83
FAN_0764,Pretzel,12.57
FAN_1073,Nachos,15.35
FAN_0916,Hot Dog,9.18
FAN_0637,Beer,17.25
FAN_0877,Hot Dog,15.15
FAN_0751,Beer,14.65
FAN_0900,Beer,18.39
FAN_0008,Beer,21.23
FAN_0520,Nachos,10.32
FAN_0865,Hot Dog,10.56
FAN_0442,Beer,19.29
FAN_1047,Nachos,20.68
FAN_0238,Pretzel,11.03
FAN_1073,Soda,21.47
FAN_0523,Pretzel,17.49
FAN_0015,Beer,14.39
FAN_0179,Pretzel,8.73
FAN_0672,Nachos,15.48
FAN_0858,Beer,13.28
FAN_0987,Pretzel,10.49
FAN_0887,Nachos,18.82
FAN_0149,Soda,11.83
FAN_1188,Hot Dog,21.17
FAN_0496,Hot Dog,13.99
FAN_0065,Pretzel,11.32
FAN_0418,Nachos,8.93
FAN_0837,Hot Dog,15.74
FAN_0774,Soda,19.15
FAN_0898,Nachos,21.73
FAN_0511,Soda,21.12
FAN_0152,Hot Dog,21.89
FAN_0276,Beer,17.21
FAN_0918,Beer,16.16
FAN_0297,Pretzel,15.06
FAN_0894,Beer,11.16
FAN_0350,Beer,18.31
FAN_0024,Nachos,17.25
FAN_0915,Beer,9.39
FAN_0540,Pretzel,8.05
FAN_1137,Pretzel,19.97
FAN_0215,Nachos,15.74
FAN_1064,Soda,9.72
FAN_0635,Soda,15.55
FAN_1023,Hot Dog,10.66
FAN_0233,Hot Dog,13.81
FAN_0728,Beer,20.26
FAN_1132,Hot Dog,12.87
FAN_1059,Nachos,17.58
FAN_0374,Nachos,8.5
FAN_0707,Soda,15.63
FAN_0895,Nachos,18.7
FAN_0707,Hot Dog,12.45
FAN_0730,Nachos,9.0
FAN_0581,Soda,16.31
FAN_0027,Hot Dog,11.02
FAN_0306,Soda,18.67
FAN_1007,Beer,19.81
FAN_0717,Soda,9.11
FAN_0792,Soda,13.9
FAN_0689,Pretzel,10.85
FAN_0674,Pretzel,13.81
FAN_0976,Nachos,16.87
FAN_0296,Nachos,9.78
FAN_0882,Nachos,13.19
FAN_1001,Nachos,17.01
FAN_0788,Nachos,17.86
FAN_0130,Beer,15.58
FAN_0554,Hot Dog,8.54
FAN_0754,Pretzel,12.08
FAN_0136,Beer,17.17
FAN_0754,Hot Dog,21.38
FAN_0360,Nachos,12.35
FAN_0155,Nachos,8.88
FAN_0894,Pretzel,8.14
FAN_0227,Beer,20.91
FAN_1148,Hot Dog,14.37
FAN_0424,Soda,15.83
FAN_0592,Beer,18.8
FAN_1036,Soda,10.29
FAN_0217,Soda,10.45
FAN_0688,Beer,18.45
FAN_0929,Hot Dog,8.68
FAN_1146,Hot Dog,12.83
FAN_0523,Hot Dog,11.01
FAN_0527,Pretzel,19.09
FAN_0273,Beer,12.45
FAN_1079,Beer,16.09
FAN_0307,Nachos,21.95
FAN_0335,Pretzel,20.98
FAN_1195,Beer,11.98
FAN_0227,Beer,18.89
FAN_0081,Nachos,21.7
FAN_0815,Soda,9.41
FAN_1084,Hot Dog,17.49
FAN_0441,Pretzel,12.46
FAN_0622,Pretzel,13.34
FAN_0226,Pretzel,16.21
FAN_0171,Nachos,17.22
FAN_0767,Pretzel,13.58
FAN_1097,Pretzel,13.52
FAN_0748,Pretzel,8.66
FAN_0798,Pretzel,8.81
FAN_0585,Soda,14.25
FAN_0660,Soda,11.63
FAN_0071,Pretzel,19.91
FAN_0378,Hot Dog,11.02
FAN_0280,Beer,20.54
FAN_1156,Hot Dog,20.96
FAN_0662,Beer,8.04
FAN_1095,Pretzel,8.79
FAN_1128,Soda,21.02
FAN_0321,Beer,19.63
FAN_0197,Nachos,20.03
FAN_1010,Soda,15.92
FAN_1100,Hot Dog,19.37
FAN_0858,Beer,8.26
